question,answer,__index_level_0__
기계 학습에서 '전이 학습'이란 무엇인가요?,기계 학습에서 전이 학습은 특정 작업을 위해 개발된 모델을 두 번째 작업의 모델 시작점으로 재사용하여 효율성과 성능을 향상시키는 기술입니다.,454
'데이터 대체(data imputation)'는 머신러닝에서 무엇인가요?,"기계 학습에서 데이터 보간은 결측 데이터를 대체 값으로 대체하는 과정을 의미하며, 이는 불완전한 데이터셋을 처리할 때 알고리즘이 정상적으로 작동할 수 있도록 합니다.",480
다변량 정규 분포의 성질은 무엇인가요?,"다변량 정규 분포의 특성에는 아핀 조합이 정규 분포가 되고, 주변 분포가 정규 분포가 되며, 조건부 분포가 정규 분포가 되는 것이 포함됩니다.",726
아이덴티티 행렬이란 무엇인가요?,아이덴티티 행렬은 해당 행렬로 벡터를 곱할 때 그 벡터를 변형하지 않는 정사각형 행렬입니다.,319
기계 학습에서 회귀와 분류의 예는 무엇인가요?,"회귀 분석은 집 가격을 예측할 수 있고, 분류 분석은 이미지가 고양이인지 개인지를 식별할 수 있습니다.",619
기계 학습의 맥락에서 감독된 데이터셋을 비감독 데이터셋으로 어떻게 변환할 수 있을까요?,지도 데이터셋은 레이블 없이 데이터 포인트를 플로팅하여 시각화 목적으로 비지도 데이터셋으로 변환할 수 있습니다.,203
'지도 학습'의 맥락에서 '분류(classification)'를 정의하세요.,"분류는 카테고리를 예측하는 과정을 포함합니다. 예를 들어, 이미지가 개인지 고양이인지를 판단하는 것입니다.",184
행렬의 영 공간을 정의하시오.,행렬의 널 공간은 행렬에 의해 곱해졌을 때 영 벡터가 되는 모든 벡터의 집합입니다.,643
기계 학습에서 '오토인코더'란 무엇인가요?,기계 학습에서 오토인코더는 주로 차원 축소를 위해 라벨이 없는 데이터의 효율적인 코딩을 배우는 데 사용되는 인공 신경망의 한 종류입니다.,445
타이타닉 데이터셋은 어떤 종류의 예측을 포함하고 있나요?,"타이타닉 데이터셋은 승객의 티켓 등급, 성별, 나이 등과 같은 요인을 바탕으로 타이타닉 호에 탑승한 사람들의 생존 여부를 예측하는 것입니다.",196
"시스템의 방정식에서 미지수가 방정식보다 더 많다면, 이는 무엇을 의미하나요?","방정식 시스템에 미지수가 방정식보다 많으면, 이는 시스템이 미지정된 상태임을 의미하며, 유일한 해를 결정할 수 있는 제약 조건이 충분하지 않기 때문에 무한히 많은 해를 가질 수 있습니다.",89
정사각행렬이란 무엇인가요?,정사각행렬은 행과 열의 수가 동일한 행렬입니다.,686
감독 기계 학습이 비감독 학습에 비해 다루기 더 쉬운 것으로 여겨지는 이유는 무엇인가요?,지도 학습은 결과를 쉽게 평가할 수 있기 때문에 다루기 더 쉽다고 간주됩니다.,218
행렬의 열의 선형 결합을 통해 영 벡터를 생성할 수 있는 것의 중요성은 무엇인가요?,행렬의 열의 선형 조합을 통해 영 벡터를 생성할 수 있다는 것은 특정 솔루션에 추가해도 결과가 변하지 않는 비자명한 해가 존재함을 나타냅니다. 이는 해 공간에 대한 이해를 돕고 시스템 내에 자유 변수가 존재함을 드러냅니다.,90
행렬의 열과 특정 해의 개념 사이에는 어떤 관계가 있습니까?,"행렬의 열과 특정 해의 개념 간의 관계는 특정 해가 방정식 오른쪽의 상수 벡터와 같아지는 행렬 열의 특정 선형 결합을 찾아서 얻어진다는 사실에 있습니다. 각 열은 시스템에서 변수의 계수를 나타내며, 특정 해는 이 열들의 특정 배수를 선택하여 원하는 상수 벡터에 합산합니다.",93
머신러닝에서 '정규화'란 무엇인가요?,기계 학습에서 정규화는 극단적인 파라미터 값을 가진 모델에 페널티를 부과하여 과적합을 줄이기 위해 사용되는 기술입니다.,353
책 1장의 주요 초점은 무엇인가요?,"1장에서는 광범위한 수학적 지식 없이 파이썬의 판다스를 사용하여 데이터를 가져오고, 구조화하고, 요약하며, 시각화하는 데 집중합니다.",541
